date,areaType,areaCode,areaName,newCasesByPublishDate,newDeathsByDeathDate
"2020-03-02",utla,E08000024,Sunderland,0,
"2020-02-04",utla,S12000038,Renfrewshire,0,
"2020-03-01",utla,E08000024,Sunderland,0,
"2020-04-05",utla,W06000018,Caerphilly,0,
"2020-05-22",utla,E08000010,Wigan,3,1
"2020-05-21",utla,E08000010,Wigan,6,4
"2020-01-28",utla,E06000055,Bedford,0,
"2020-01-27",utla,E06000055,Bedford,0,
"2020-04-27",utla,W06000001,Isle of Anglesey,0,
"2020-05-12",utla,E06000037,West Berkshire,1,1
"2020-04-26",utla,W06000001,Isle of Anglesey,0,
"2020-05-11",utla,E06000037,West Berkshire,1,1
"2020-05-10",utla,E06000037,West Berkshire,0,0
"2020-12-09",utla,E06000057,Northumberland,85,4
"2020-04-25",utla,W06000001,Isle of Anglesey,0,
"2020-02-03",utla,S12000038,Renfrewshire,0,
"2020-02-29",utla,E08000024,Sunderland,0,
"2020-04-24",utla,W06000001,Isle of Anglesey,0,
"2020-02-02",utla,S12000038,Renfrewshire,0,
"2020-07-06",utla,W06000023,Powys,0,
"2020-01-13",utla,E08000014,Sefton,0,
"2020-05-09",utla,E06000037,West Berkshire,0,1
"2020-12-08",utla,E06000057,Northumberland,48,2
"2020-02-01",utla,S12000038,Renfrewshire,0,
"2020-12-07",utla,E06000057,Northumberland,45,0
"2020-07-05",utla,W06000023,Powys,0,
"2020-04-26",utla,W06000003,Conwy,0,
"2020-02-08",utla,W06000024,Merthyr Tydfil,0,
"2020-02-07",utla,E09000006,Bromley,0,
"2020-02-06",utla,E09000006,Bromley,0,
"2020-02-05",utla,E09000006,Bromley,0,
"2020-09-08",utla,N09000011,Ards and North Down,2,
"2020-09-07",utla,N09000011,Ards and North Down,21,
"2020-02-04",utla,E09000006,Bromley,0,
"2020-05-27",utla,N09000003,Belfast,0,
"2020-05-20",utla,E08000010,Wigan,7,5
"2020-09-06",utla,N09000011,Ards and North Down,0,
"2020-02-03",utla,E09000006,Bromley,0,
"2020-02-02",utla,E09000006,Bromley,0,
"2020-02-03",utla,E06000023,"Bristol, City of",0,
"2020-09-30",utla,W06000005,Flintshire,21,
"2020-02-02",utla,E06000023,"Bristol, City of",0,
"2020-01-27",utla,E08000003,Manchester,0,
"2020-02-07",utla,W06000024,Merthyr Tydfil,0,
"2020-06-18",utla,S12000005,Clackmannanshire,0,
"2020-06-17",utla,S12000005,Clackmannanshire,0,
"2020-12-05",utla,E08000016,Barnsley,39,4
"2020-12-04",utla,E08000016,Barnsley,57,4
"2020-05-26",utla,N09000003,Belfast,0,
"2020-02-01",utla,E06000023,"Bristol, City of",0,
"2020-12-03",utla,E08000016,Barnsley,58,10
"2020-05-25",utla,N09000003,Belfast,0,
"2020-07-16",utla,E10000023,North Yorkshire,5,0
"2020-02-06",utla,W06000024,Merthyr Tydfil,0,
"2020-12-02",utla,E08000016,Barnsley,63,1
"2020-05-24",utla,N09000003,Belfast,0,
"2020-07-15",utla,E10000023,North Yorkshire,3,1
"2020-02-05",utla,W06000024,Merthyr Tydfil,0,
"2020-05-23",utla,N09000003,Belfast,0,
"2020-12-01",utla,E08000016,Barnsley,50,5
"2020-02-04",utla,W06000024,Merthyr Tydfil,0,
"2020-11-30",utla,E08000016,Barnsley,45,3
"2020-02-29",utla,E06000039,Slough,0,
"2020-11-29",utla,E08000016,Barnsley,48,1
"2020-01-04",utla,E08000006,Salford,0,
"2020-02-03",utla,W06000024,Merthyr Tydfil,0,
"2020-02-28",utla,E06000039,Slough,0,
"2020-10-04",utla,E09000012,Hackney and City of London,101,0
"2020-02-02",utla,W06000024,Merthyr Tydfil,0,
"2020-02-27",utla,E06000039,Slough,0,
"2020-10-03",utla,E09000012,Hackney and City of London,59,1
"2020-05-22",utla,N09000003,Belfast,0,
"2020-10-02",utla,E09000012,Hackney and City of London,17,0
"2020-02-01",utla,W06000024,Merthyr Tydfil,0,
"2020-10-01",utla,E09000012,Hackney and City of London,30,0
"2020-01-31",utla,W06000024,Merthyr Tydfil,0,
"2020-07-29",utla,S12000028,South Ayrshire,0,
"2020-01-30",utla,W06000024,Merthyr Tydfil,0,
"2020-02-26",utla,E06000039,Slough,0,
"2020-01-15",utla,S12000021,North Ayrshire,0,
"2020-01-29",utla,W06000024,Merthyr Tydfil,0,
"2020-05-21",utla,N09000003,Belfast,0,
"2020-01-14",utla,S12000021,North Ayrshire,0,
"2020-06-16",utla,S12000005,Clackmannanshire,0,
"2020-07-14",utla,E10000023,North Yorkshire,2,3
"2020-05-20",utla,N09000003,Belfast,0,
"2020-01-13",utla,S12000021,North Ayrshire,0,
"2020-07-13",utla,E10000023,North Yorkshire,0,3
"2020-06-15",utla,S12000005,Clackmannanshire,0,
"2020-06-14",utla,S12000005,Clackmannanshire,0,
"2020-07-28",utla,S12000028,South Ayrshire,0,
"2020-01-28",utla,W06000024,Merthyr Tydfil,0,
"2020-06-13",utla,S12000005,Clackmannanshire,0,
"2020-07-30",utla,E06000003,Redcar and Cleveland,0,0
"2020-01-27",utla,W06000024,Merthyr Tydfil,0,
"2020-09-05",utla,N09000011,Ards and North Down,0,
"2020-07-27",utla,S12000028,South Ayrshire,0,
"2020-11-08",utla,E09000020,Kensington and Chelsea,21,0
"2020-07-29",utla,E06000003,Redcar and Cleveland,0,0
"2020-04-04",utla,W06000018,Caerphilly,0,
"2020-01-26",utla,W06000024,Merthyr Tydfil,0,
"2020-07-26",utla,S12000028,South Ayrshire,0,
"2020-09-04",utla,N09000011,Ards and North Down,3,
"2020-11-07",utla,E09000020,Kensington and Chelsea,26,0
"2020-07-25",utla,S12000028,South Ayrshire,0,
"2020-11-06",utla,E09000020,Kensington and Chelsea,21,1
"2020-06-12",utla,S12000005,Clackmannanshire,0,
"2020-11-05",utla,E09000020,Kensington and Chelsea,25,1
"2020-09-03",utla,N09000011,Ards and North Down,2,
"2020-09-02",utla,N09000011,Ards and North Down,2,
"2020-05-19",utla,N09000003,Belfast,0,
"2020-09-29",utla,W06000005,Flintshire,16,
"2020-09-01",utla,N09000011,Ards and North Down,6,
"2020-02-25",utla,E06000039,Slough,0,
"2020-07-24",utla,S12000028,South Ayrshire,0,
"2020-05-18",utla,N09000003,Belfast,0,
"2020-08-31",utla,N09000011,Ards and North Down,0,
"2020-01-12",utla,E08000014,Sefton,0,
"2020-02-24",utla,E06000039,Slough,0,
"2020-01-31",utla,S12000038,Renfrewshire,0,
"2020-02-23",utla,E06000039,Slough,0,
"2020-01-30",utla,S12000038,Renfrewshire,0,
"2020-04-23",utla,W06000001,Isle of Anglesey,0,
"2020-05-08",utla,E06000037,West Berkshire,4,1
"2020-04-25",utla,W06000003,Conwy,0,
"2020-07-23",utla,S12000028,South Ayrshire,0,
"2020-04-22",utla,W06000001,Isle of Anglesey,0,
"2020-05-07",utla,E06000037,West Berkshire,4,0
"2020-01-29",utla,S12000038,Renfrewshire,0,
"2020-01-28",utla,S12000038,Renfrewshire,0,
"2020-07-22",utla,S12000028,South Ayrshire,0,
"2020-05-06",utla,E06000037,West Berkshire,0,2
"2020-01-27",utla,S12000038,Renfrewshire,0,
"2020-05-05",utla,E06000037,West Berkshire,2,2
"2020-07-21",utla,S12000028,South Ayrshire,0,
"2020-07-04",utla,W06000023,Powys,0,
"2020-07-20",utla,S12000028,South Ayrshire,0,
"2020-01-26",utla,S12000038,Renfrewshire,0,
"2020-07-19",utla,S12000028,South Ayrshire,0,
"2020-07-03",utla,W06000023,Powys,0,
"2020-04-24",utla,W06000003,Conwy,0,
"2020-05-04",utla,E06000037,West Berkshire,5,1
"2020-04-23",utla,W06000003,Conwy,0,
"2020-07-18",utla,S12000028,South Ayrshire,0,
"2020-07-02",utla,W06000023,Powys,1,
"2020-05-03",utla,E06000037,West Berkshire,9,2
"2020-01-25",utla,S12000038,Renfrewshire,0,
"2020-07-01",utla,W06000023,Powys,0,
"2020-07-07",utla,E09000024,Merton,1,0
"2020-05-02",utla,E06000037,West Berkshire,3,0
"2020-07-17",utla,S12000028,South Ayrshire,0,
"2020-01-24",utla,S12000038,Renfrewshire,0,
"2020-05-01",utla,E06000037,West Berkshire,1,1
"2020-07-06",utla,E09000024,Merton,0,1
"2020-06-30",utla,W06000023,Powys,1,
"2020-07-16",utla,S12000028,South Ayrshire,0,
"2020-06-29",utla,W06000023,Powys,0,
"2020-07-15",utla,S12000028,South Ayrshire,0,
"2020-09-28",utla,W06000005,Flintshire,12,
"2020-07-14",utla,S12000028,South Ayrshire,0,
"2020-09-27",utla,W06000005,Flintshire,10,
"2020-09-26",utla,W06000005,Flintshire,10,
"2020-01-23",utla,S12000038,Renfrewshire,0,
"2020-02-01",utla,E09000006,Bromley,0,
"2020-01-12",utla,S12000021,North Ayrshire,0,
"2020-06-11",utla,S12000005,Clackmannanshire,0,
"2020-01-11",utla,S12000021,North Ayrshire,0,
"2020-06-28",utla,W06000023,Powys,0,
"2020-06-10",utla,S12000005,Clackmannanshire,0,
"2020-12-06",utla,E06000057,Northumberland,56,1
"2020-12-05",utla,E06000057,Northumberland,73,5
"2020-12-04",utla,E06000057,Northumberland,106,5
"2020-01-10",utla,S12000021,North Ayrshire,0,
"2020-06-09",utla,S12000005,Clackmannanshire,0,
"2020-09-25",utla,W06000005,Flintshire,16,
"2020-01-09",utla,S12000021,North Ayrshire,0,
"2020-09-24",utla,W06000005,Flintshire,10,
"2020-04-22",utla,W06000003,Conwy,0,
"2020-04-21",utla,W06000003,Conwy,0,
"2020-03-03",utla,S12000019,Midlothian,0,
"2020-06-27",utla,W06000023,Powys,0,
"2020-04-21",utla,W06000001,Isle of Anglesey,0,
"2020-09-30",utla,E09000012,Hackney and City of London,19,0
"2020-07-12",utla,E10000023,North Yorkshire,3,0
"2020-01-31",utla,E06000023,"Bristol, City of",0,
"2020-07-11",utla,E10000023,North Yorkshire,4,0
"2020-07-05",utla,E06000001,Hartlepool,0,0
"2020-09-29",utla,E09000012,Hackney and City of London,12,1
"2020-07-20",utla,E06000006,Halton,2,0
"2020-07-19",utla,E06000006,Halton,0,0
"2020-09-28",utla,E09000012,Hackney and City of London,22,0
"2020-07-10",utla,E10000023,North Yorkshire,3,1
"2020-07-09",utla,E10000023,North Yorkshire,0,0
"2020-11-04",utla,E09000020,Kensington and Chelsea,30,0
"2020-07-08",utla,E10000023,North Yorkshire,4,2
"2020-05-17",utla,N09000003,Belfast,0,
"2020-07-07",utla,E10000023,North Yorkshire,1,0
"2020-08-30",utla,N09000011,Ards and North Down,0,
"2020-05-16",utla,N09000003,Belfast,0,
"2020-07-06",utla,E10000023,North Yorkshire,2,0
"2020-08-29",utla,N09000011,Ards and North Down,0,
"2020-07-05",utla,E10000023,North Yorkshire,1,1
"2020-08-28",utla,N09000011,Ards and North Down,2,
"2020-08-27",utla,N09000011,Ards and North Down,2,
"2020-01-11",utla,E08000014,Sefton,0,
"2020-11-03",utla,E09000020,Kensington and Chelsea,19,0
"2020-08-26",utla,N09000011,Ards and North Down,7,
"2020-01-10",utla,E08000014,Sefton,0,
"2020-01-08",utla,S12000021,North Ayrshire,0,
"2020-11-28",utla,E08000016,Barnsley,61,7
"2020-01-07",utla,S12000021,North Ayrshire,0,
"2020-11-27",utla,E08000016,Barnsley,86,13
"2020-05-15",utla,N09000003,Belfast,0,
"2020-01-06",utla,S12000021,North Ayrshire,0,
"2020-04-30",utla,E06000037,West Berkshire,3,1
"2020-05-19",utla,E08000010,Wigan,0,5
"2020-07-28",utla,E06000003,Redcar and Cleveland,1,0
"2020-03-01",utla,S12000049,Glasgow City,0,
"2020-04-29",utla,E06000037,West Berkshire,9,0
"2020-07-27",utla,E06000003,Redcar and Cleveland,0,0
"2020-04-28",utla,E06000037,West Berkshire,3,2
"2020-07-04",utla,E06000001,Hartlepool,2,1
"2020-04-27",utla,E06000037,West Berkshire,9,1
"2020-01-26",utla,E06000055,Bedford,0,
"2020-07-26",utla,E06000003,Redcar and Cleveland,0,0
"2020-07-04",utla,E10000023,North Yorkshire,4,0
"2020-01-26",utla,E08000003,Manchester,0,
"2020-07-25",utla,E06000003,Redcar and Cleveland,0,0
"2020-01-25",utla,E08000003,Manchester,0,
"2020-12-03",utla,E06000057,Northumberland,92,5
"2020-01-24",utla,E08000003,Manchester,0,
"2020-07-24",utla,E06000003,Redcar and Cleveland,0,0
"2020-04-03",utla,W06000018,Caerphilly,0,
"2020-04-20",utla,W06000001,Isle of Anglesey,0,
"2020-07-03",utla,E06000001,Hartlepool,0,0
"2020-07-02",utla,E06000001,Hartlepool,0,0
"2020-07-03",utla,E10000023,North Yorkshire,5,1
"2020-03-02",utla,S12000019,Midlothian,0,
"2020-07-02",utla,E10000023,North Yorkshire,3,1
"2020-03-01",utla,S12000019,Midlothian,0,
"2020-02-29",utla,S12000019,Midlothian,0,
"2020-02-28",utla,E08000024,Sunderland,0,
"2020-11-26",utla,E08000016,Barnsley,62,4
"2020-09-23",utla,W06000005,Flintshire,5,
"2020-02-27",utla,E08000024,Sunderland,0,
"2020-11-25",utla,E08000016,Barnsley,82,5
"2020-07-01",utla,E10000023,North Yorkshire,1147,1
"2020-11-24",utla,E08000016,Barnsley,79,7
"2020-06-30",utla,E10000023,North Yorkshire,0,4
"2020-12-02",utla,E06000057,Northumberland,69,3
"2020-04-20",utla,W06000003,Conwy,0,
"2020-06-26",utla,W06000023,Powys,1,
"2020-12-01",utla,E06000057,Northumberland,72,3
"2020-04-19",utla,W06000003,Conwy,0,
"2020-11-30",utla,E06000057,Northumberland,60,3
"2020-04-18",utla,W06000003,Conwy,0,
"2020-06-25",utla,W06000023,Powys,0,
"2020-02-26",utla,E08000024,Sunderland,0,
"2020-01-22",utla,S12000038,Renfrewshire,0,
"2020-02-25",utla,E08000024,Sunderland,0,
"2020-09-27",utla,E09000012,Hackney and City of London,26,1
"2020-01-21",utla,S12000038,Renfrewshire,0,
"2020-11-23",utla,E08000016,Barnsley,99,10
"2020-11-22",utla,E08000016,Barnsley,57,9
"2020-07-18",utla,E06000006,Halton,3,0
"2020-04-17",utla,W06000003,Conwy,0,
"2020-11-21",utla,E08000016,Barnsley,88,5
"2020-07-17",utla,E06000006,Halton,0,0
"2020-11-20",utla,E08000016,Barnsley,94,6
"2020-03-08",utla,E09000032,Wandsworth,0,
"2020-02-24",utla,E08000024,Sunderland,0,
"2020-11-19",utla,E08000016,Barnsley,116,4
"2020-03-07",utla,E09000032,Wandsworth,0,
"2020-06-29",utla,E10000023,North Yorkshire,1,0
"2020-02-23",utla,E08000024,Sunderland,0,
"2020-02-28",utla,S12000019,Midlothian,0,
"2020-02-22",utla,E08000024,Sunderland,0,
"2020-01-03",utla,E08000006,Salford,0,
"2020-04-02",utla,W06000018,Caerphilly,0,
"2020-04-01",utla,W06000018,Caerphilly,0,
"2020-01-30",utla,E06000023,"Bristol, City of",0,
"2020-11-02",utla,E09000020,Kensington and Chelsea,29,1
"2020-11-29",utla,E06000057,Northumberland,55,5
"2020-01-29",utla,E06000023,"Bristol, City of",0,
"2020-01-28",utla,E06000023,"Bristol, City of",0,
"2020-11-28",utla,E06000057,Northumberland,96,4
"2020-01-25",utla,W06000024,Merthyr Tydfil,0,
"2020-11-18",utla,E08000016,Barnsley,132,7
"2020-01-05",utla,S12000021,North Ayrshire,0,
"2020-01-27",utla,E06000023,"Bristol, City of",0,
"2020-07-13",utla,S12000028,South Ayrshire,0,
"2020-07-16",utla,E06000006,Halton,1,0
"2020-03-31",utla,W06000018,Caerphilly,0,
"2020-07-15",utla,E06000006,Halton,1,0
"2020-03-30",utla,W06000018,Caerphilly,0,
"2020-11-17",utla,E08000016,Barnsley,104,11
"2020-11-16",utla,E08000016,Barnsley,63,7
"2020-04-16",utla,W06000003,Conwy,0,
"2020-04-15",utla,W06000003,Conwy,0,
"2020-11-01",utla,E09000020,Kensington and Chelsea,24,0
"2020-02-21",utla,E08000024,Sunderland,0,
"2020-11-15",utla,E08000016,Barnsley,141,8
"2020-02-22",utla,E06000039,Slough,0,
"2020-05-14",utla,N09000003,Belfast,0,
"2020-11-14",utla,E08000016,Barnsley,123,9
"2020-06-24",utla,W06000023,Powys,0,
"2020-06-23",utla,W06000023,Powys,1,
"2020-04-14",utla,W06000003,Conwy,0,
"2020-02-27",utla,S12000019,Midlothian,0,
"2020-02-21",utla,E06000039,Slough,0,
"2020-11-13",utla,E08000016,Barnsley,143,9
"2020-02-26",utla,S12000019,Midlothian,0,
"2020-02-20",utla,E06000039,Slough,0,
"2020-02-25",utla,S12000019,Midlothian,0,
"2020-11-12",utla,E08000016,Barnsley,215,8
"2020-02-19",utla,E06000039,Slough,0,
"2020-11-11",utla,E08000016,Barnsley,130,3
"2020-02-18",utla,E06000039,Slough,0,
"2020-04-26",utla,E06000037,West Berkshire,8,1
"2020-07-05",utla,E09000024,Merton,0,0
"2020-02-17",utla,E06000039,Slough,0,
"2020-11-10",utla,E08000016,Barnsley,148,5
"2020-06-22",utla,W06000023,Powys,1,
"2020-11-09",utla,E08000016,Barnsley,111,6
"2020-06-21",utla,W06000023,Powys,1,
"2020-09-22",utla,W06000005,Flintshire,3,
"2020-06-20",utla,W06000023,Powys,0,
"2020-09-21",utla,W06000005,Flintshire,10,
"2020-07-23",utla,E06000003,Redcar and Cleveland,0,1
"2020-03-06",utla,E09000032,Wandsworth,0,
"2020-01-24",utla,W06000024,Merthyr Tydfil,0,
"2020-12-28",utla,W06000009,Pembrokeshire,49,
"2020-09-20",utla,W06000005,Flintshire,6,
"2020-04-19",utla,W06000001,Isle of Anglesey,0,
"2020-05-05",utla,E08000006,Salford,31,3
"2020-01-23",utla,W06000024,Merthyr Tydfil,0,
"2020-06-19",utla,W06000023,Powys,0,
"2020-12-27",utla,W06000009,Pembrokeshire,52,
"2020-06-18",utla,W06000023,Powys,0,
"2020-01-22",utla,W06000024,Merthyr Tydfil,0,
"2020-12-26",utla,W06000009,Pembrokeshire,31,
"2020-12-25",utla,W06000009,Pembrokeshire,0,
"2020-02-20",utla,E08000024,Sunderland,0,
"2020-06-17",utla,W06000023,Powys,0,
"2020-01-21",utla,W06000024,Merthyr Tydfil,0,
"2020-06-16",utla,W06000023,Powys,0,
"2020-11-27",utla,E06000057,Northumberland,88,4
"2020-01-20",utla,W06000024,Merthyr Tydfil,0,
"2020-06-15",utla,W06000023,Powys,0,
"2020-11-08",utla,E08000016,Barnsley,171,6
"2020-01-19",utla,W06000024,Merthyr Tydfil,0,
"2020-06-14",utla,W06000023,Powys,0,
"2020-12-24",utla,W06000009,Pembrokeshire,34,
"2020-07-01",utla,E06000001,Hartlepool,235,0
"2020-06-28",utla,E10000023,North Yorkshire,1,2
"2020-12-23",utla,W06000009,Pembrokeshire,42,
"2020-06-30",utla,E06000001,Hartlepool,0,0
"2020-02-19",utla,E08000024,Sunderland,0,
"2020-12-22",utla,W06000009,Pembrokeshire,33,
"2020-01-18",utla,W06000024,Merthyr Tydfil,0,
"2020-06-29",utla,E06000001,Hartlepool,0,0
"2020-06-27",utla,E10000023,North Yorkshire,0,0
"2020-06-28",utla,E06000001,Hartlepool,0,0
"2020-01-17",utla,W06000024,Merthyr Tydfil,0,
"2020-05-18",utla,E08000010,Wigan,29,2
"2020-06-26",utla,E10000023,North Yorkshire,1,1
"2020-12-21",utla,W06000009,Pembrokeshire,36,
"2020-06-13",utla,W06000023,Powys,0,
"2020-01-20",utla,S12000038,Renfrewshire,0,
"2020-06-27",utla,E06000001,Hartlepool,0,0
"2020-06-25",utla,E10000023,North Yorkshire,1,1
"2020-01-16",utla,W06000024,Merthyr Tydfil,0,
"2020-05-17",utla,E08000010,Wigan,1,2
"2020-12-20",utla,W06000009,Pembrokeshire,34,
"2020-01-19",utla,S12000038,Renfrewshire,0,
"2020-12-19",utla,W06000009,Pembrokeshire,49,
"2020-01-15",utla,W06000024,Merthyr Tydfil,0,
"2020-06-24",utla,E10000023,North Yorkshire,0,3
"2020-05-16",utla,E08000010,Wigan,8,5
"2020-01-18",utla,S12000038,Renfrewshire,0,
"2020-01-17",utla,S12000038,Renfrewshire,0,
"2020-01-16",utla,S12000038,Renfrewshire,0,
"2020-06-12",utla,W06000023,Powys,1,
"2020-07-14",utla,E06000006,Halton,0,0
"2020-12-18",utla,W06000009,Pembrokeshire,54,
"2020-01-15",utla,S12000038,Renfrewshire,0,
"2020-11-07",utla,E08000016,Barnsley,170,8
"2020-07-13",utla,E06000006,Halton,2,0
"2020-12-17",utla,W06000009,Pembrokeshire,198,
"2020-01-14",utla,S12000038,Renfrewshire,0,
"2020-11-06",utla,E08000016,Barnsley,143,8
"2020-11-05",utla,E08000016,Barnsley,214,5
"2020-06-23",utla,E10000023,North Yorkshire,0,2
"2020-06-11",utla,W06000023,Powys,0,
"2020-10-31",utla,E09000020,Kensington and Chelsea,32,0
"2020-11-04",utla,E08000016,Barnsley,176,2
"2020-06-22",utla,E10000023,North Yorkshire,2,0
"2020-06-21",utla,E10000023,North Yorkshire,2,2
"2020-07-12",utla,S12000028,South Ayrshire,0,
"2020-12-16",utla,W06000009,Pembrokeshire,6,
"2020-01-23",utla,E08000003,Manchester,0,
"2020-01-22",utla,E08000003,Manchester,0,
"2020-08-25",utla,N09000011,Ards and North Down,3,
"2020-04-18",utla,W06000001,Isle of Anglesey,0,
"2020-08-24",utla,N09000011,Ards and North Down,7,
"2020-02-24",utla,S12000019,Midlothian,0,
"2020-04-17",utla,W06000001,Isle of Anglesey,0,
"2020-08-23",utla,N09000011,Ards and North Down,0,
"2020-08-22",utla,N09000011,Ards and North Down,0,
"2020-04-25",utla,E06000037,West Berkshire,7,1
"2020-04-24",utla,E06000037,West Berkshire,20,0
"2020-04-23",utla,E06000037,West Berkshire,1,0
"2020-07-11",utla,S12000028,South Ayrshire,0,
"2020-01-21",utla,E08000003,Manchester,0,
"2020-04-22",utla,E06000037,West Berkshire,14,1
"2020-06-08",utla,S12000005,Clackmannanshire,0,
"2020-01-20",utla,E08000003,Manchester,0,
"2020-05-15",utla,E08000010,Wigan,11,5
"2020-01-19",utla,E08000003,Manchester,0,
"2020-02-23",utla,S12000019,Midlothian,0,
"2020-03-05",utla,E09000032,Wandsworth,0,
"2020-05-14",utla,E08000010,Wigan,36,1
"2020-04-21",utla,E06000037,West Berkshire,35,2
"2020-03-29",utla,W06000018,Caerphilly,0,
"2020-06-07",utla,S12000005,Clackmannanshire,0,
"2020-07-10",utla,S12000028,South Ayrshire,0,
"2020-03-28",utla,W06000018,Caerphilly,0,
"2020-06-06",utla,S12000005,Clackmannanshire,0,
"2020-07-09",utla,S12000028,South Ayrshire,0,
"2020-07-22",utla,E06000003,Redcar and Cleveland,0,0
"2020-01-26",utla,E06000023,"Bristol, City of",0,
"2020-07-21",utla,E06000003,Redcar and Cleveland,0,0
"2020-07-08",utla,S12000028,South Ayrshire,0,
"2020-06-05",utla,S12000005,Clackmannanshire,0,
"2020-07-20",utla,E06000003,Redcar and Cleveland,1,0
"2020-07-07",utla,S12000028,South Ayrshire,0,
"2020-07-06",utla,S12000028,South Ayrshire,0,
"2020-01-14",utla,W06000024,Merthyr Tydfil,0,
"2020-02-18",utla,E08000024,Sunderland,0,
"2020-06-04",utla,S12000005,Clackmannanshire,0,
"2020-07-05",utla,S12000028,South Ayrshire,0,
"2020-02-17",utla,E08000024,Sunderland,0,
"2020-01-13",utla,W06000024,Merthyr Tydfil,0,
"2020-06-03",utla,S12000005,Clackmannanshire,0,
"2020-01-25",utla,E06000023,"Bristol, City of",0,
"2020-06-02",utla,S12000005,Clackmannanshire,0,
"2020-07-04",utla,S12000028,South Ayrshire,0,
"2020-05-13",utla,N09000003,Belfast,0,
"2020-03-27",utla,W06000018,Caerphilly,0,
"2020-07-03",utla,S12000028,South Ayrshire,0,
"2020-02-16",utla,E08000024,Sunderland,0,
"2020-03-26",utla,W06000018,Caerphilly,0,
"2020-05-12",utla,N09000003,Belfast,0,
"2020-06-10",utla,W06000023,Powys,0,
"2020-07-02",utla,S12000028,South Ayrshire,0,
"2020-02-15",utla,E08000024,Sunderland,0,
"2020-05-11",utla,N09000003,Belfast,0,
"2020-01-31",utla,E09000006,Bromley,0,
"2020-11-26",utla,E06000057,Northumberland,103,1
"2020-01-24",utla,E06000023,"Bristol, City of",0,
"2020-09-26",utla,E09000012,Hackney and City of London,14,0
"2020-03-25",utla,W06000018,Caerphilly,0,
"2020-06-20",utla,E10000023,North Yorkshire,1,2
"2020-01-23",utla,E06000023,"Bristol, City of",0,
"2020-06-01",utla,S12000005,Clackmannanshire,0,
"2020-09-25",utla,E09000012,Hackney and City of London,12,0
"2020-05-31",utla,S12000005,Clackmannanshire,0,
"2020-04-13",utla,W06000003,Conwy,0,
"2020-05-30",utla,S12000005,Clackmannanshire,0,
"2020-06-19",utla,E10000023,North Yorkshire,0,1
"2020-09-24",utla,E09000012,Hackney and City of London,12,0
"2020-11-25",utla,E06000057,Northumberland,109,2
"2020-05-29",utla,S12000005,Clackmannanshire,0,
"2020-06-18",utla,E10000023,North Yorkshire,3,3
"2020-09-23",utla,E09000012,Hackney and City of London,19,2
"2020-03-24",utla,W06000018,Caerphilly,0,
"2020-03-23",utla,W06000018,Caerphilly,0,
"2020-09-22",utla,E09000012,Hackney and City of London,9,0
"2020-07-12",utla,E06000006,Halton,0,0
"2020-04-12",utla,W06000003,Conwy,0,
"2020-09-21",utla,E09000012,Hackney and City of London,7,0
"2020-07-11",utla,E06000006,Halton,2,0
"2020-10-30",utla,E09000020,Kensington and Chelsea,37,1
"2020-03-22",utla,W06000018,Caerphilly,0,
"2020-05-13",utla,E08000010,Wigan,28,3
"2020-01-25",utla,E06000055,Bedford,0,
"2020-07-10",utla,E06000006,Halton,0,0
"2020-10-29",utla,E09000020,Kensington and Chelsea,21,0
"2020-01-24",utla,E06000055,Bedford,0,
"2020-05-12",utla,E08000010,Wigan,7,3
"2020-07-09",utla,E06000006,Halton,3,1
"2020-10-28",utla,E09000020,Kensington and Chelsea,43,1
"2020-04-11",utla,W06000003,Conwy,0,
"2020-10-27",utla,E09000020,Kensington and Chelsea,34,0
"2020-11-24",utla,E06000057,Northumberland,76,10
"2020-11-03",utla,E08000016,Barnsley,171,6
"2020-04-10",utla,W06000003,Conwy,0,
"2020-11-02",utla,E08000016,Barnsley,178,5
"2020-01-23",utla,E06000055,Bedford,0,
"2020-11-23",utla,E06000057,Northumberland,68,4
"2020-11-01",utla,E08000016,Barnsley,188,5
"2020-11-22",utla,E06000057,Northumberland,78,4
"2020-11-21",utla,E06000057,Northumberland,105,2
"2020-09-19",utla,W06000005,Flintshire,7,
"2020-09-18",utla,W06000005,Flintshire,7,
"2020-01-22",utla,E06000055,Bedford,0,
"2020-07-08",utla,E06000006,Halton,2,0
"2020-05-11",utla,E08000010,Wigan,23,7
"2020-09-20",utla,E09000012,Hackney and City of London,7,0
"2020-11-20",utla,E06000057,Northumberland,140,5
"2020-06-26",utla,E06000001,Hartlepool,2,0
"2020-04-20",utla,E06000037,West Berkshire,4,2
"2020-06-25",utla,E06000001,Hartlepool,0,0
"2020-04-16",utla,W06000001,Isle of Anglesey,0,
"2020-04-15",utla,W06000001,Isle of Anglesey,0,
"2020-07-04",utla,E09000024,Merton,3,0
"2020-04-14",utla,W06000001,Isle of Anglesey,0,
"2020-09-17",utla,W06000005,Flintshire,4,
"2020-07-03",utla,E09000024,Merton,0,2
"2020-09-16",utla,W06000005,Flintshire,10,
"2020-07-02",utla,E09000024,Merton,0,0
"2020-06-24",utla,E06000001,Hartlepool,0,0
"2020-05-28",utla,S12000005,Clackmannanshire,0,
"2020-04-24",utla,E08000006,Salford,11,4
"2020-02-22",utla,S12000019,Midlothian,0,
"2020-01-22",utla,E06000023,"Bristol, City of",0,
"2020-05-27",utla,S12000005,Clackmannanshire,0,
